loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
2.1281364;0.23958333;2.1121235;0.0;2.0056782;0.2474;4;4;4;4
1.6574893;0.5520833;2.296621;0.5;1.1470258;0.6475;4;4;4;4
1.5523373;0.6041667;2.6535232;0.5;0.97296727;0.7432;4;4;4;4
1.3500228;0.6145833;2.3968444;0.5;0.8726859;0.7642;4;4;4;4
1.3039694;0.6770833;2.3603718;0.5;0.79752827;0.7887;4;4;4;4
1.4377576;0.6666667;2.350471;0.5;0.7361997;0.8137;4;4;4;4
1.0212721;0.78125;2.1968749;0.5;0.7000648;0.8265;4;4;4;4
1.1249112;0.7083333;2.0868964;0.5;0.6602197;0.8459;4;4;4;4
1.2614398;0.6979167;1.8877292;0.5;0.63440335;0.8555;4;4;4;4
1.094719;0.7291667;1.8357831;0.5;0.6119014;0.8568;4;4;4;4
0.99744195;0.7604167;1.9313228;0.5;0.60538614;0.8564;4;4;4;4
1.1432347;0.75;1.7524285;0.5;0.58901525;0.8672;4;4;4;4
0.9695037;0.8333333;1.7480706;0.5;0.5775093;0.8706;4;4;4;4
1.1248056;0.7291667;1.6856333;0.5;0.57788736;0.8694;4;4;4;4
1.010442;0.75;1.6721742;0.5;0.57980853;0.8651;4;4;4;4
1.3476831;0.6875;1.696631;0.5;0.56112576;0.8735;4;4;4;4
1.0308995;0.75;1.6865296;0.5;0.5576383;0.8727;4;4;4;4
1.3141298;0.6770833;1.6988963;0.5;0.5634471;0.8721;4;4;4;4
1.0244209;0.7604167;1.7262102;0.5;0.55379695;0.8708;4;4;4;4
1.2249819;0.6979167;1.7188945;0.5;0.54028875;0.8767;4;4;4;4
1.1303791;0.7291667;1.7338214;0.5;0.54541564;0.8754;4;4;4;4
1.0223755;0.7604167;1.7541273;0.5;0.5392541;0.8781;4;4;4;4
1.1187165;0.71875;1.7636627;0.5;0.5410453;0.8772;4;4;4;4
1.0175127;0.7604167;1.8006004;0.5;0.55966914;0.8697;4;4;4;4
0.9091936;0.7916667;1.8687916;0.5;0.5431278;0.879;4;4;4;4
0.8261206;0.8020833;1.6545696;0.5;0.53996766;0.8817;4;4;4;4
1.0244473;0.7291667;1.7169156;0.5;0.5388933;0.8756;4;4;4;4
0.9474254;0.7708333;1.7868015;0.5;0.54113835;0.8769;4;4;4;4
1.2361068;0.6979167;1.7759413;0.5;0.53484446;0.8758;4;4;4;4
1.0093082;0.7708333;1.7839688;0.5;0.54733557;0.8737;4;4;4;4
0.8647941;0.8020833;1.6644661;0.5;0.5324699;0.8787;4;4;4;4
0.9158401;0.8125;1.9065335;0.5;0.5346508;0.879;4;4;4;4
1.0148772;0.7604167;1.6488621;0.5;0.5505054;0.8729;4;4;4;4
1.2363083;0.7291667;1.8308624;0.5;0.5300321;0.8778;4;4;4;4
1.0910373;0.75;1.8041793;0.5;0.53054523;0.8815;4;4;4;4
1.3231949;0.6666667;1.7435395;0.5;0.52742684;0.8802;4;4;4;4
1.0577084;0.75;1.694703;0.5;0.53157437;0.8784;4;4;4;4
1.0051216;0.75;1.8282841;0.5;0.53120685;0.8789;4;4;4;4
1.0606666;0.7604167;1.8304594;0.5;0.5304981;0.8808;4;4;4;4
0.88396627;0.8125;1.8251989;0.5;0.5371995;0.8759;4;4;4;4
1.0018001;0.7708333;1.7870862;0.5;0.52621096;0.8828;4;4;4;4
0.9052987;0.7708333;1.8742793;0.5;0.5316571;0.8791;4;4;4;4
0.890179;0.8229167;1.7563096;0.5;0.53020126;0.8798;4;4;4;4
1.2372832;0.6979167;1.8664218;0.5;0.52685946;0.8799;4;4;4;4
1.0186483;0.78125;1.7817147;0.5;0.53095895;0.8772;4;4;4;4
1.0129952;0.7604167;1.7355586;0.5;0.5281805;0.8811;4;4;4;4
1.1676735;0.7291667;1.8070886;0.5;0.5284787;0.8791;4;4;4;4
1.222458;0.7083333;1.7961824;0.5;0.52732146;0.8827;4;4;4;4
0.86269265;0.8020833;1.8221316;0.5;0.529177;0.8823;4;4;4;4
1.0650125;0.7395833;1.8343496;0.5;0.52186793;0.8838;4;4;4;4
1.0220889;0.7395833;1.8725342;0.5;0.53255;0.8811;4;4;4;4
1.0772476;0.7291667;1.879872;0.5;0.53218114;0.8814;4;4;4;4
1.0584267;0.75;1.8379918;0.5;0.52827764;0.8829;4;4;4;4
1.0809463;0.7604167;1.8788754;0.5;0.539826;0.879;4;4;4;4
0.934365;0.78125;1.851476;0.5;0.5262574;0.8818;4;4;4;4
1.0410045;0.7604167;1.7677605;0.5;0.5294183;0.8823;4;4;4;4
0.9605078;0.7604167;1.7748799;0.5;0.5254028;0.8844;4;4;4;4
0.97685647;0.7708333;1.8322554;0.5;0.52511764;0.8845;4;4;4;4
1.1393262;0.71875;1.8685157;0.5;0.5422026;0.8784;4;4;4;4
1.121585;0.75;1.852589;0.5;0.523158;0.8818;4;4;4;4
1.0690247;0.7395833;1.8733189;0.5;0.54336864;0.8762;4;4;4;4
0.8154319;0.84375;1.8939965;0.5;0.5328627;0.8829;4;4;4;4
0.9999905;0.78125;1.7995527;0.5;0.5262819;0.8845;4;4;4;4
1.1077768;0.7395833;1.8802699;0.5;0.5216505;0.8856;4;4;4;4
0.93241405;0.78125;1.8405846;0.5;0.5208866;0.8862;4;4;4;4
0.9947479;0.7708333;1.8390169;0.5;0.51704437;0.8881;4;4;4;4
1.2562631;0.71875;1.8198576;0.5;0.5189729;0.8875;4;4;4;4
0.8054157;0.8333333;1.8878107;0.5;0.5479451;0.8749;4;4;4;4
1.0309929;0.7708333;1.8719746;0.5;0.52790195;0.8822;4;4;4;4
0.99074084;0.78125;1.9378333;0.5;0.5304818;0.8812;4;4;4;4
0.8964518;0.8125;1.8828828;0.5;0.52030957;0.8888;4;4;4;4
0.9407549;0.78125;1.8603702;0.5;0.5343536;0.8837;4;4;4;4
0.9236884;0.7708333;1.9460447;0.5;0.5251639;0.8844;4;4;4;4
1.1529073;0.7395833;1.8814737;0.5;0.52473754;0.8847;4;4;4;4
1.1481223;0.71875;1.9113454;0.5;0.5163013;0.8854;4;4;4;4
1.2635304;0.6875;1.978024;0.5;0.5225088;0.8865;4;4;4;4
1.197655;0.7083333;1.8449035;0.5;0.5243478;0.8842;4;4;4;4
0.84007066;0.8125;1.9629844;0.5;0.54487824;0.8769;4;4;4;4
0.9884877;0.7708333;1.8918072;0.5;0.53476995;0.879;4;4;4;4
1.0188285;0.7604167;1.9211314;0.5;0.5239655;0.8821;4;4;4;4
0.9908033;0.78125;1.906055;0.5;0.52207595;0.8853;4;4;4;4
0.87067205;0.8229167;1.9921236;0.5;0.54382074;0.8769;4;4;4;4
1.0741798;0.75;1.9416147;0.5;0.53430295;0.8806;4;4;4;4
1.128915;0.6979167;1.958254;0.5;0.52482355;0.8846;4;4;4;4
0.94241434;0.7916667;1.9073879;0.5;0.53028315;0.8835;4;4;4;4
0.9962392;0.7708333;1.9850745;0.5;0.5204075;0.8857;4;4;4;4
0.90316916;0.78125;1.977194;0.5;0.5204829;0.8844;4;4;4;4
0.78648406;0.8229167;2.014843;0.5;0.53409237;0.8802;4;4;4;4
1.0813665;0.75;1.9459689;0.5;0.5249398;0.8861;4;4;4;4
0.6597953;0.84375;1.9334137;0.5;0.51485705;0.8863;4;4;4;4
1.082346;0.7395833;1.9564338;0.5;0.5245919;0.8859;4;4;4;4
0.9084576;0.7916667;1.9510721;0.5;0.52072865;0.8867;4;4;4;4
0.91175056;0.78125;2.0176055;0.5;0.5159849;0.8886;4;4;4;4
1.0602803;0.7604167;1.95048;0.5;0.52340174;0.8871;4;4;4;4
1.2541292;0.6979167;1.9828552;0.5;0.5238017;0.8859;4;4;4;4
0.7190552;0.875;1.9051663;0.5;0.5384217;0.8801;4;4;4;4
0.763015;0.8229167;1.9649249;0.5;0.5220847;0.8852;4;4;4;4
0.9368102;0.78125;1.9921972;0.5;0.52277726;0.8871;4;4;4;4
1.0778351;0.75;1.9063096;0.5;0.5226147;0.8877;4;4;4;4
0.9370238;0.8020833;2.0069087;0.5;0.52077466;0.885;4;4;4;4
0.86702234;0.8125;1.9815612;0.5;0.5211713;0.8864;4;4;4;4
0.92187256;0.7916667;1.907133;0.5;0.52265614;0.8847;4;4;4;4
1.2326238;0.6875;1.9744755;0.5;0.51551753;0.885;4;4;4;4
0.9746472;0.78125;1.9343417;0.5;0.5364921;0.8795;4;4;4;4
0.922616;0.8020833;1.9788187;0.5;0.53328323;0.882;4;4;4;4
0.9145989;0.8020833;2.0000892;0.5;0.5230833;0.8835;4;4;4;4
0.8941636;0.78125;2.036456;0.5;0.51929295;0.8871;4;4;4;4
0.9049518;0.8020833;2.0318365;0.5;0.5219033;0.8858;4;4;4;4
1.2407826;0.7083333;2.0506926;0.5;0.52080935;0.8838;4;4;4;4
0.9869049;0.7916667;2.0057912;0.5;0.5212101;0.8846;4;4;4;4
0.89108926;0.8125;1.9082466;0.5;0.5166886;0.8861;4;4;4;4
0.88661027;0.7708333;2.0291345;0.5;0.51832217;0.8839;4;4;4;4
0.93617487;0.7916667;2.0540876;0.5;0.5229927;0.8851;4;4;4;4
0.9973407;0.78125;2.0098772;0.5;0.52422136;0.8865;4;4;4;4
1.0010542;0.7708333;1.9614571;0.5;0.5212347;0.8875;4;4;4;4
0.8982157;0.8229167;2.0297215;0.5;0.53469926;0.8803;4;4;4;4
1.1192151;0.75;1.9038539;0.5;0.51808745;0.8879;4;4;4;4
0.9357459;0.7916667;1.977375;0.5;0.533785;0.8848;4;4;4;4
0.9455263;0.7916667;1.9952321;0.5;0.5235089;0.8858;4;4;4;4
1.1862746;0.7291667;2.02819;0.5;0.52495575;0.8869;4;4;4;4
0.80590254;0.8333333;1.9789531;0.5;0.53782165;0.8791;4;4;4;4
0.96143323;0.78125;1.9441453;0.5;0.51663387;0.8877;4;4;4;4
1.1861162;0.7083333;1.9789426;0.5;0.5291503;0.882;4;4;4;4
1.3583692;0.6875;1.993638;0.5;0.5180115;0.8856;4;4;4;4
0.82834387;0.8125;1.9036825;0.5;0.525182;0.8831;4;4;4;4
1.1064553;0.7395833;2.049534;0.5;0.51234394;0.8888;4;4;4;4
0.8440767;0.8125;1.99301;0.5;0.5218628;0.885;4;4;4;4
0.95446444;0.78125;2.0328453;0.5;0.5256078;0.8831;4;4;4;4
1.1562504;0.7083333;1.9981679;0.5;0.52027273;0.8874;4;4;4;4
1.0272788;0.7708333;1.9847538;0.5;0.5204123;0.8858;4;4;4;4
1.0294123;0.7708333;1.9785239;0.5;0.51552796;0.886;4;4;4;4
0.89682907;0.8125;1.9453431;0.5;0.5228429;0.8859;4;4;4;4
0.9480953;0.8125;2.0268798;0.5;0.5108917;0.8886;4;4;4;4
1.1882256;0.71875;2.0425155;0.5;0.5163175;0.8856;4;4;4;4
0.8771321;0.7916667;2.0013769;0.5;0.5150433;0.89;4;4;4;4
1.0682856;0.7291667;2.0341084;0.5;0.50910133;0.8895;4;4;4;4
0.9866886;0.8020833;2.0434508;0.5;0.5141233;0.8859;4;4;4;4
0.87297136;0.7916667;2.0227728;0.5;0.5380668;0.8831;4;4;4;4
0.88988376;0.7916667;2.0667117;0.5;0.5314193;0.8836;4;4;4;4
1.0080441;0.7604167;2.1042225;0.5;0.52308923;0.8882;4;4;4;4
0.9348195;0.7916667;1.9549074;0.5;0.51099813;0.8884;4;4;4;4
1.0611001;0.7395833;1.9639997;0.5;0.549583;0.879;4;4;4;4
1.2539887;0.6979167;1.9532584;0.5;0.521682;0.8878;4;4;4;4
0.9713421;0.75;1.9372059;0.5;0.51399493;0.8875;4;4;4;4
0.8782475;0.7916667;2.0159492;0.5;0.51286626;0.8884;4;4;4;4
0.8320122;0.8125;1.97262;0.5;0.5138271;0.8865;4;4;4;4
1.0630478;0.7604167;2.0095646;0.5;0.51629215;0.887;4;4;4;4
0.9010126;0.8020833;1.9996626;0.5;0.5346552;0.8813;4;4;4;4
0.7931548;0.8333333;2.053434;0.5;0.5211666;0.885;4;4;4;4
0.92555684;0.8020833;2.0293236;0.5;0.5225645;0.8886;4;4;4;4
0.8794572;0.8125;2.0381289;0.5;0.52383256;0.8856;4;4;4;4
0.8622958;0.8229167;2.065406;0.5;0.5120685;0.8873;4;4;4;4
1.2648584;0.6875;1.985391;0.5;0.5352081;0.8819;4;4;4;4
1.1552793;0.71875;2.0147731;0.5;0.5144216;0.8868;4;4;4;4
0.9456072;0.7708333;2.0182905;0.5;0.5125379;0.8888;4;4;4;4
1.0632333;0.7604167;2.0727446;0.5;0.52295053;0.8852;4;4;4;4
0.70732355;0.875;2.0053988;0.5;0.519277;0.8852;4;4;4;4
1.1586947;0.7395833;2.0049374;0.5;0.52796435;0.8856;4;4;4;4
1.1497761;0.7291667;2.1501274;0.5;0.51399064;0.8871;4;4;4;4
0.9190715;0.78125;2.0296142;0.5;0.5228715;0.8857;4;4;4;4
0.921943;0.8020833;1.9879534;0.5;0.5166624;0.8873;4;4;4;4
1.0054262;0.7708333;2.0871518;0.5;0.52761525;0.8848;4;4;4;4
1.033647;0.78125;2.0777717;0.5;0.524809;0.8855;4;4;4;4
