loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
1.09021;0.7708333;0.6367475;1.0;0.6231217;0.8937;74;74;74;74
0.98715776;0.78125;0.61682653;1.0;0.42879003;0.9425;74;74;74;74
0.97937244;0.7916667;0.41045374;1.0;0.3658666;0.9561;74;74;74;74
0.93487567;0.8020833;0.32273084;1.0;0.38519293;0.9602;74;74;74;74
1.1415172;0.7395833;0.3454799;1.0;0.33993414;0.9641;74;74;74;74
1.1199276;0.7291667;0.34384686;1.0;0.35275695;0.9662;74;74;74;74
0.95990807;0.7916667;0.3056231;1.0;0.32933775;0.9707;74;74;74;74
1.0016161;0.75;0.2679651;1.0;0.3363071;0.9685;74;74;74;74
0.926775;0.8020833;0.26756066;1.0;0.2882617;0.9712;74;74;74;74
0.857907;0.7916667;0.22400331;1.0;0.29126814;0.9658;74;74;74;74
0.9041865;0.8020833;0.18799084;1.0;0.27539203;0.9699;74;74;74;74
0.69589657;0.8333333;0.16113359;1.0;0.302487;0.9678;74;74;74;74
1.0176502;0.7604167;0.15169248;1.0;0.2877316;0.9682;74;74;74;74
0.91307306;0.7604167;0.24723706;1.0;0.32237116;0.9597;74;74;74;74
0.9349628;0.7708333;0.12536947;1.0;0.2945558;0.9663;74;74;74;74
0.6370282;0.84375;0.16773713;1.0;0.30713657;0.9623;74;74;74;74
0.88647383;0.75;0.1586749;1.0;0.32230318;0.9599;74;74;74;74
0.8650289;0.78125;0.28293496;1.0;0.31519273;0.9573;74;74;74;74
0.5064294;0.8645833;0.25429803;1.0;0.31599408;0.9504;74;74;74;74
0.8696638;0.7916667;0.19958968;1.0;0.3339644;0.953;74;74;74;74
1.1304849;0.6458333;0.19554079;1.0;0.33560798;0.9492;74;74;74;74
0.578887;0.8645833;0.36677557;1.0;0.32846037;0.9445;74;74;74;74
0.48935923;0.8645833;0.08984647;1.0;0.3355586;0.9451;74;74;74;74
0.51895404;0.8958333;0.21488109;1.0;0.33184782;0.9393;74;74;74;74
0.7521693;0.7916667;0.12638995;1.0;0.3198621;0.9373;74;74;74;74
0.67316103;0.8125;0.09178019;1.0;0.38587016;0.9244;74;74;74;74
0.6111513;0.8125;0.04209452;1.0;0.3921522;0.9206;74;74;74;74
0.59939253;0.84375;0.070907325;1.0;0.3587076;0.9235;74;74;74;74
0.62587565;0.8333333;0.28348392;1.0;0.36329353;0.9225;74;74;74;74
0.37477636;0.90625;0.105374634;1.0;0.37014082;0.9179;74;74;74;74
0.47669378;0.8333333;0.06930314;1.0;0.40054235;0.9088;74;74;74;74
0.44297227;0.8854167;0.038283326;1.0;0.3905489;0.9109;74;74;74;74
0.43073726;0.8541667;0.090228245;1.0;0.41778427;0.9034;74;74;74;74
0.38586354;0.90625;0.043370817;1.0;0.41869184;0.8986;74;74;74;74
0.26268813;0.9479167;0.0035323193;1.0;0.43726796;0.8926;74;74;74;74
0.4566529;0.8958333;0.015491384;1.0;0.44654316;0.8889;74;74;74;74
0.23778816;0.96875;0.014788707;1.0;0.4404677;0.8905;74;74;74;74
0.19628231;0.96875;0.008867511;1.0;0.45545444;0.8839;74;74;74;74
0.3594664;0.90625;0.020637589;1.0;0.51804894;0.8659;74;74;74;74
0.17742866;0.96875;0.037644032;1.0;0.5172193;0.8671;74;74;74;74
0.21704543;0.9583333;0.010638842;1.0;0.5326202;0.8629;74;74;74;74
0.17870569;0.9583333;0.028014157;1.0;0.5404287;0.8644;74;74;74;74
0.28700715;0.9479167;0.036987245;1.0;0.5727988;0.8559;74;74;74;74
0.25389323;0.9166667;0.01247841;1.0;0.61234283;0.8422;74;74;74;74
0.1510117;0.9479167;0.00085896277;1.0;0.5839354;0.8523;74;74;74;74
0.1821307;0.96875;0.00887672;1.0;0.6154598;0.8519;74;74;74;74
