loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
2.203646;0.29411766;2.1740026;0.361;2.1778982;0.357;96;96;96;96
1.8165557;0.4779412;1.7132952;0.546;1.7344557;0.555;96;96;96;96
1.6723013;0.5147059;1.3351877;0.638;1.3584285;0.642;96;96;96;96
1.309925;0.6544118;1.0881088;0.749;1.1121228;0.722;96;96;96;96
1.1559385;0.7352941;0.91246086;0.805;0.9363724;0.789;96;96;96;96
1.4068117;0.6985294;0.80748713;0.849;0.8266229;0.836;96;96;96;96
1.2978998;0.72794116;0.7405778;0.871;0.7569944;0.859;96;96;96;96
1.6018118;0.60294116;0.69620067;0.878;0.71404463;0.876;96;96;96;96
1.2188549;0.7132353;0.6504795;0.904;0.6617336;0.879;96;96;96;96
0.9523636;0.77205884;0.6266773;0.899;0.63784164;0.887;96;96;96;96
1.0823467;0.75735295;0.6088712;0.889;0.62090164;0.877;96;96;96;96
1.186207;0.75;0.5896733;0.903;0.59858036;0.891;96;96;96;96
1.2212523;0.7205882;0.5717162;0.904;0.57670915;0.903;96;96;96;96
0.89693654;0.8308824;0.56773007;0.91;0.5664452;0.895;96;96;96;96
0.7461705;0.85294116;0.5534374;0.91;0.5546934;0.9;96;96;96;96
0.886003;0.7941176;0.52741;0.914;0.5277834;0.898;96;96;96;96
0.7801988;0.8014706;0.5180166;0.919;0.51562387;0.904;96;96;96;96
0.81533337;0.8308824;0.53363025;0.916;0.52950156;0.899;96;96;96;96
0.8362356;0.8161765;0.4950808;0.922;0.49246603;0.907;96;96;96;96
0.82137996;0.8161765;0.5246956;0.919;0.5146782;0.906;96;96;96;96
0.82630897;0.8088235;0.49726695;0.917;0.49643606;0.911;96;96;96;96
0.8565804;0.7941176;0.50633526;0.92;0.48848584;0.9;96;96;96;96
0.77840173;0.8088235;0.47886667;0.92;0.46956208;0.911;96;96;96;96
0.7492698;0.8014706;0.5021806;0.911;0.49003497;0.909;96;96;96;96
0.9643823;0.72794116;0.49643946;0.914;0.48851532;0.91;96;96;96;96
0.6048824;0.85294116;0.49067938;0.911;0.47920284;0.913;96;96;96;96
0.68374914;0.8161765;0.47962698;0.911;0.4642455;0.911;96;96;96;96
0.64541054;0.8088235;0.47159508;0.906;0.4476192;0.912;96;96;96;96
0.77982694;0.7941176;0.4881054;0.901;0.4701913;0.914;96;96;96;96
0.6812443;0.7941176;0.5015856;0.896;0.47419173;0.899;96;96;96;96
0.671362;0.8088235;0.52589965;0.88;0.49405366;0.89;96;96;96;96
0.5882956;0.8235294;0.5126864;0.89;0.48142552;0.89;96;96;96;96
0.40054393;0.8897059;0.49804503;0.893;0.4682093;0.892;96;96;96;96
0.49245375;0.875;0.4993802;0.883;0.49159294;0.881;96;96;96;96
0.45080876;0.89705884;0.5387716;0.877;0.503202;0.878;96;96;96;96
0.5866354;0.8602941;0.52677816;0.88;0.4991218;0.874;96;96;96;96
0.5203109;0.8235294;0.5256425;0.873;0.48888072;0.868;96;96;96;96
0.54851454;0.8088235;0.5246698;0.875;0.5009671;0.873;96;96;96;96
0.4227221;0.8897059;0.5370653;0.865;0.51507026;0.865;96;96;96;96
0.35017174;0.88235295;0.5452736;0.864;0.5280062;0.853;96;96;96;96
0.32837844;0.9191176;0.5798753;0.841;0.55183315;0.843;96;96;96;96
0.41170585;0.88235295;0.58647096;0.849;0.5674272;0.844;96;96;96;96
0.41490576;0.88235295;0.5554485;0.845;0.54343784;0.838;96;96;96;96
0.26601034;0.9117647;0.5530885;0.861;0.5282429;0.845;96;96;96;96
0.23343432;0.9485294;0.5911249;0.839;0.55911696;0.836;96;96;96;96
0.1907067;0.9485294;0.5839153;0.844;0.5790578;0.835;96;96;96;96
0.20448345;0.9558824;0.61025494;0.837;0.5852765;0.826;96;96;96;96
0.1841098;0.9705882;0.58656603;0.85;0.5754512;0.83;96;96;96;96
0.16884018;0.9632353;0.6434057;0.827;0.6442515;0.815;96;96;96;96
0.17517392;0.9705882;0.63005066;0.828;0.6308747;0.811;96;96;96;96
0.1644991;0.9705882;0.63167155;0.835;0.62521887;0.825;96;96;96;96
0.116761655;0.9852941;0.6225669;0.829;0.6074899;0.829;96;96;96;96
0.20351148;0.9264706;0.5986229;0.842;0.5831814;0.837;96;96;96;96
0.14904413;0.99264705;0.6551635;0.829;0.6546088;0.811;96;96;96;96
0.10273759;0.97794116;0.7034105;0.812;0.70668536;0.799;96;96;96;96
0.069192365;0.99264705;0.679206;0.818;0.68363094;0.803;96;96;96;96
0.06959791;0.9852941;0.67382723;0.827;0.6914666;0.807;96;96;96;96
0.08759766;0.9705882;0.67302716;0.826;0.6850267;0.809;96;96;96;96
0.065784656;0.9852941;0.69504905;0.826;0.7056481;0.803;96;96;96;96
0.14059895;0.9558824;0.7020643;0.823;0.72794205;0.8;96;96;96;96
0.065738454;0.99264705;0.7325306;0.814;0.74913573;0.801;96;96;96;96
0.08110558;0.97794116;0.7093762;0.829;0.75759834;0.786;96;96;96;96
0.047733523;0.9852941;0.7076751;0.834;0.73437;0.797;96;96;96;96
0.07105576;0.9705882;0.76891327;0.802;0.7743601;0.784;96;96;96;96
0.051224522;0.99264705;0.74428546;0.818;0.765177;0.794;96;96;96;96
0.07261558;0.9632353;0.70481753;0.828;0.73407274;0.808;96;96;96;96
0.050294816;0.99264705;0.7343971;0.827;0.78966343;0.797;96;96;96;96
0.052258357;0.9852941;0.8182417;0.798;0.8741191;0.771;96;96;96;96
0.04312186;0.99264705;0.7562267;0.823;0.7927722;0.797;96;96;96;96
0.029837314;0.99264705;0.75652736;0.817;0.77499586;0.804;96;96;96;96
0.08390076;0.9632353;0.74968916;0.822;0.7886825;0.799;96;96;96;96
0.03144349;0.99264705;0.8022433;0.81;0.8434214;0.785;96;96;96;96
0.055493724;0.99264705;0.7689341;0.821;0.78880227;0.801;96;96;96;96
0.03391969;1.0;0.79969436;0.815;0.8282436;0.797;96;96;96;96
0.03181373;0.99264705;0.84304446;0.817;0.88343674;0.781;96;96;96;96
0.03410347;0.9852941;0.80398625;0.817;0.8509378;0.798;96;96;96;96
0.040422987;1.0;0.7983556;0.816;0.8457623;0.804;96;96;96;96
0.021245526;0.99264705;0.8158137;0.817;0.85554016;0.794;96;96;96;96
0.025961366;0.99264705;0.8138678;0.814;0.8540022;0.795;96;96;96;96
0.03716345;0.99264705;0.81561023;0.816;0.8668846;0.791;96;96;96;96
0.02656681;0.99264705;0.81387776;0.82;0.85896546;0.793;96;96;96;96
0.03463683;0.9852941;0.83600134;0.812;0.9020091;0.783;96;96;96;96
0.024411257;1.0;0.81103486;0.82;0.8395466;0.802;96;96;96;96
0.017849255;1.0;0.86376154;0.813;0.90267164;0.783;96;96;96;96
0.03161432;0.9852941;0.82428753;0.821;0.8831586;0.795;96;96;96;96
0.009441352;1.0;0.8412479;0.807;0.90284276;0.786;96;96;96;96
0.016648367;0.99264705;0.8405605;0.816;0.918017;0.79;96;96;96;96
0.010034882;1.0;0.8351655;0.822;0.9126757;0.79;96;96;96;96
0.02981544;0.99264705;0.8554732;0.807;0.90863544;0.787;96;96;96;96
0.022647185;1.0;0.82580745;0.827;0.88062197;0.793;96;96;96;96
0.008403196;1.0;0.82012177;0.824;0.88882947;0.791;96;96;96;96
0.022667073;0.99264705;0.84294546;0.825;0.9118686;0.795;96;96;96;96
0.018360095;1.0;0.87185436;0.813;0.9503269;0.779;96;96;96;96
0.008831792;1.0;0.8568186;0.824;0.9138122;0.794;96;96;96;96
0.01266449;1.0;0.88792694;0.816;0.94778657;0.793;96;96;96;96
0.012693643;1.0;0.88353795;0.815;0.9330528;0.786;96;96;96;96
0.009605964;1.0;0.86310387;0.821;0.9211214;0.791;96;96;96;96
0.0068795667;1.0;0.858033;0.815;0.92139995;0.796;96;96;96;96
0.0033496849;1.0;0.9078161;0.805;0.96468204;0.779;96;96;96;96
0.008326424;1.0;0.8863352;0.817;0.9427504;0.782;96;96;96;96
0.0070259576;1.0;0.86915064;0.812;0.93976265;0.791;96;96;96;96
0.007080309;1.0;0.8882864;0.814;0.9550857;0.79;96;96;96;96
0.003989814;1.0;0.87000525;0.82;0.9513921;0.789;96;96;96;96
0.007484413;1.0;0.89265037;0.819;0.9671752;0.794;96;96;96;96
0.0070538293;1.0;0.8983952;0.815;0.9683874;0.782;96;96;96;96
0.0063080676;1.0;0.91182494;0.815;0.98127854;0.783;96;96;96;96
0.009998113;1.0;0.90867424;0.82;0.9740007;0.783;96;96;96;96
0.044488054;0.99264705;0.93957937;0.801;1.0449309;0.774;96;96;96;96
0.27377334;0.9191176;0.8902885;0.789;0.89384663;0.762;96;96;96;96
0.039789896;1.0;0.89257336;0.786;1.0073925;0.76;96;96;96;96
0.021544533;1.0;0.9048904;0.797;0.99672866;0.776;96;96;96;96
0.01757871;1.0;0.9463855;0.785;1.0517571;0.769;96;96;96;96
0.012080999;1.0;0.9245757;0.805;1.0184792;0.778;96;96;96;96
0.009173863;1.0;0.88857615;0.807;0.9827104;0.79;96;96;96;96
0.007849015;1.0;0.90064293;0.813;0.9801326;0.792;96;96;96;96
0.005501856;1.0;0.8892449;0.816;0.9742355;0.795;96;96;96;96
0.0072215996;1.0;0.90989864;0.802;1.0052243;0.792;96;96;96;96
0.006674272;1.0;0.9141168;0.807;0.9996216;0.793;96;96;96;96
0.0048385635;1.0;0.9114242;0.806;1.0029619;0.799;96;96;96;96
0.008875565;1.0;0.91153014;0.807;0.9902948;0.791;96;96;96;96
0.0061505986;1.0;0.9252351;0.802;1.0045731;0.795;96;96;96;96
0.004500248;1.0;0.9163352;0.808;0.99269587;0.794;96;96;96;96
0.006222903;1.0;0.90954334;0.812;0.98089087;0.796;96;96;96;96
0.0043446408;1.0;0.9192879;0.812;0.99650156;0.799;96;96;96;96
0.004431191;1.0;0.9182644;0.809;0.98774093;0.797;96;96;96;96
0.0047730394;1.0;0.9323764;0.806;1.006566;0.793;96;96;96;96
0.004239609;1.0;0.9088889;0.816;0.9991245;0.798;96;96;96;96
0.003767173;1.0;0.9256113;0.808;1.0100183;0.798;96;96;96;96
0.003377223;1.0;0.9215849;0.813;1.0068027;0.796;96;96;96;96
0.0043959008;1.0;0.9328739;0.808;1.0180023;0.793;96;96;96;96
0.0028616479;1.0;0.93107724;0.805;1.007573;0.793;96;96;96;96
0.003842636;1.0;0.93202585;0.811;1.0066526;0.795;96;96;96;96
0.00302075;1.0;0.93263125;0.817;1.001175;0.798;96;96;96;96
0.002772661;1.0;0.9281245;0.81;1.0024574;0.797;96;96;96;96
0.0024387806;1.0;0.92260015;0.807;1.0085801;0.798;96;96;96;96
0.002171976;1.0;0.9294007;0.81;1.007214;0.801;96;96;96;96
0.00274197;1.0;0.9424882;0.804;1.025196;0.791;96;96;96;96
0.0035113422;1.0;0.9163414;0.815;1.0123025;0.798;96;96;96;96
0.003031834;1.0;0.9333132;0.811;1.0213733;0.798;96;96;96;96
0.0038058911;1.0;0.9444819;0.805;1.0342046;0.79;96;96;96;96
0.004266422;1.0;0.9463265;0.807;1.021103;0.794;96;96;96;96
0.002194502;1.0;0.92934704;0.81;1.0049661;0.802;96;96;96;96
0.0046596504;1.0;0.9570501;0.802;1.0323694;0.798;96;96;96;96
0.0026860766;1.0;0.93863595;0.81;1.0261067;0.797;96;96;96;96
0.0024738924;1.0;0.9418802;0.809;1.030783;0.797;96;96;96;96
0.0016888295;1.0;0.95775753;0.806;1.040826;0.795;96;96;96;96
0.0030108988;1.0;0.9527455;0.808;1.0304404;0.796;96;96;96;96
0.0027783625;1.0;0.96022105;0.804;1.0473163;0.791;96;96;96;96
0.0016693965;1.0;0.9540779;0.813;1.0392658;0.8;96;96;96;96
0.0022145512;1.0;0.95943004;0.808;1.0401951;0.794;96;96;96;96
0.0012952345;1.0;0.9580238;0.805;1.0516613;0.79;96;96;96;96
0.002192843;1.0;0.9663412;0.803;1.0476117;0.792;96;96;96;96
0.0020054742;1.0;0.97649455;0.807;1.0565928;0.792;96;96;96;96
0.005213823;1.0;0.9563734;0.813;1.0454628;0.802;96;96;96;96
0.12418696;0.9705882;0.9079443;0.755;1.0463792;0.74;96;96;96;96
0.060293183;0.99264705;0.9661705;0.763;1.0342015;0.754;96;96;96;96
0.022999374;1.0;0.8989809;0.785;1.0271028;0.766;96;96;96;96
0.014593533;1.0;0.9245376;0.784;1.0211463;0.773;96;96;96;96
0.007684385;1.0;0.911731;0.805;0.98817736;0.786;96;96;96;96
0.008039776;1.0;0.91102004;0.804;0.9991275;0.781;96;96;96;96
0.008369607;1.0;0.9248652;0.801;1.0041894;0.787;96;96;96;96
0.0042045545;1.0;0.91926724;0.81;0.99588877;0.789;96;96;96;96
0.006933319;1.0;0.92345905;0.804;1.00199;0.789;96;96;96;96
0.00518596;1.0;0.92872864;0.805;1.013806;0.786;96;96;96;96
0.003900445;1.0;0.9267619;0.809;1.0125533;0.79;96;96;96;96
0.0031396106;1.0;0.9247838;0.807;1.0237426;0.789;96;96;96;96
0.0038141424;1.0;0.9258101;0.807;1.0145302;0.787;96;96;96;96
0.0030845334;1.0;0.9242224;0.81;1.0086641;0.793;96;96;96;96
0.0036867633;1.0;0.9335427;0.811;1.0249631;0.79;96;96;96;96
0.0042235404;1.0;0.9217146;0.813;1.0064976;0.795;96;96;96;96
0.004707073;1.0;0.93746644;0.81;1.0251597;0.791;96;96;96;96
0.0045341947;1.0;0.93629265;0.813;1.0186617;0.795;96;96;96;96
0.0038326625;1.0;0.93558335;0.812;1.0184016;0.792;96;96;96;96
0.003991855;1.0;0.9353379;0.814;1.0179822;0.799;96;96;96;96
0.0037090683;1.0;0.9387718;0.812;1.0278469;0.791;96;96;96;96
0.003063055;1.0;0.943376;0.811;1.035385;0.79;96;96;96;96
0.0034136812;1.0;0.9414455;0.808;1.0348276;0.792;96;96;96;96
0.0030125717;1.0;0.9485327;0.812;1.0415874;0.791;96;96;96;96
0.0026328873;1.0;0.9371446;0.812;1.028461;0.791;96;96;96;96
0.0028850439;1.0;0.94951975;0.812;1.0435048;0.79;96;96;96;96
0.003791654;1.0;0.9528162;0.812;1.0457548;0.792;96;96;96;96
0.002784914;1.0;0.9457308;0.81;1.0415263;0.791;96;96;96;96
0.00222346;1.0;0.95727766;0.809;1.0466985;0.793;96;96;96;96
0.0021571352;1.0;0.9538972;0.807;1.0453737;0.79;96;96;96;96
0.0026207338;1.0;0.9534401;0.809;1.0465782;0.793;96;96;96;96
0.0022401223;1.0;0.95396924;0.808;1.0472991;0.793;96;96;96;96
0.0021124529;1.0;0.95602304;0.812;1.0556555;0.792;96;96;96;96
0.0019191931;1.0;0.95771337;0.805;1.056593;0.79;96;96;96;96
0.0024772598;1.0;0.9678963;0.808;1.0642954;0.793;96;96;96;96
0.0026696543;1.0;0.9628456;0.808;1.0590038;0.792;96;96;96;96
0.0018825476;1.0;0.96238756;0.813;1.0552994;0.795;96;96;96;96
0.0013284524;1.0;0.9600287;0.811;1.0609769;0.787;96;96;96;96
0.0027388588;1.0;0.95416456;0.812;1.0542324;0.794;96;96;96;96
0.0019250251;1.0;0.96785986;0.811;1.0652063;0.79;96;96;96;96
0.0017837656;1.0;0.97195715;0.803;1.0728257;0.791;96;96;96;96
0.0018457969;1.0;0.9690271;0.807;1.0802486;0.792;96;96;96;96
0.0013951005;1.0;0.9776868;0.806;1.085656;0.789;96;96;96;96
0.0018191802;1.0;0.9712407;0.807;1.0729227;0.789;96;96;96;96
0.0014124252;1.0;0.9748798;0.808;1.0830877;0.79;96;96;96;96
0.0019847462;1.0;0.98400027;0.806;1.0855975;0.789;96;96;96;96
0.0015566163;1.0;0.9736992;0.807;1.0857017;0.79;96;96;96;96
0.0016574133;1.0;0.97160894;0.81;1.0827924;0.789;96;96;96;96
0.0028577596;1.0;0.98074234;0.809;1.0933256;0.783;96;96;96;96
0.0013087756;1.0;0.9767771;0.814;1.0864019;0.79;96;96;96;96
0.0016977454;1.0;0.9783533;0.808;1.0931265;0.787;96;96;96;96
0.0023373193;1.0;0.99061805;0.809;1.1084684;0.789;96;96;96;96
0.0017559652;1.0;0.97607887;0.808;1.0901752;0.786;96;96;96;96
0.0013911478;1.0;0.9732522;0.81;1.090293;0.788;96;96;96;96
