loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
27.40586;0.50735295;1.1441153;0.735;1.2161276;0.71;449;449;449;449
17.257488;0.61764705;1.0245774;0.792;1.0804576;0.763;449;449;449;449
10.584864;0.7132353;0.9688369;0.821;1.0105312;0.808;449;449;449;449
6.8201036;0.7058824;0.9901401;0.767;1.0184292;0.759;449;449;449;449
4.8930273;0.64705884;0.9580795;0.803;0.9940528;0.794;449;449;449;449
3.6857023;0.6985294;0.93930316;0.804;0.9769944;0.804;449;449;449;449
3.233416;0.63235295;0.92700154;0.807;0.9554075;0.808;449;449;449;449
2.7604892;0.7205882;0.9148441;0.814;0.94488925;0.809;449;449;449;449
2.5170157;0.75735295;0.8829094;0.821;0.92405653;0.808;449;449;449;449
2.5598416;0.6838235;0.8590285;0.831;0.8817202;0.842;449;449;449;449
2.4167442;0.6617647;0.87426245;0.81;0.9193164;0.796;449;449;449;449
2.2486563;0.7647059;0.8373308;0.833;0.8678582;0.827;449;449;449;449
2.2885914;0.6691176;0.8137107;0.833;0.8485459;0.832;449;449;449;449
2.0033288;0.75735295;0.79820645;0.836;0.8254339;0.834;449;449;449;449
2.2762327;0.7132353;0.80800205;0.832;0.84344107;0.821;449;449;449;449
2.1365662;0.75;0.79172665;0.838;0.8293916;0.832;449;449;449;449
2.0713465;0.74264705;0.7853907;0.847;0.8178485;0.831;449;449;449;449
2.110033;0.6838235;0.76583296;0.849;0.794171;0.839;449;449;449;449
2.0372865;0.7058824;0.7637976;0.844;0.7852434;0.849;449;449;449;449
2.0773005;0.6985294;0.77823067;0.843;0.8193763;0.823;449;449;449;449
2.0092478;0.6911765;0.74863744;0.852;0.7723688;0.849;449;449;449;449
1.8856543;0.7647059;0.74554574;0.852;0.77660596;0.845;449;449;449;449
1.9172277;0.75;0.746224;0.848;0.766428;0.853;449;449;449;449
1.9547354;0.7058824;0.7491113;0.841;0.7681505;0.843;449;449;449;449
1.9944161;0.6544118;0.74372375;0.846;0.7683147;0.84;449;449;449;449
1.8631458;0.74264705;0.74144334;0.847;0.7780968;0.836;449;449;449;449
2.0329235;0.6838235;0.7184023;0.856;0.74651736;0.851;449;449;449;449
1.8893034;0.7352941;0.72822946;0.85;0.74333376;0.854;449;449;449;449
1.9542981;0.7132353;0.7288878;0.85;0.76368874;0.838;449;449;449;449
1.8967049;0.7352941;0.7052596;0.859;0.72538257;0.857;449;449;449;449
1.8599528;0.7058824;0.7261541;0.844;0.7413729;0.85;449;449;449;449
1.5722909;0.7794118;0.7319008;0.848;0.7359363;0.852;449;449;449;449
