loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
18.078465;0.5735294;1.8105936;0.649;1.8394929;0.615;352;352;352;352
11.240549;0.5294118;1.1303355;0.707;1.1599833;0.695;352;352;352;352
6.9153004;0.7058824;1.0664637;0.757;1.1003835;0.734;352;352;352;352
4.771556;0.6397059;1.0391475;0.777;1.0741407;0.75;352;352;352;352
3.5577688;0.6544118;1.023554;0.776;1.0417413;0.783;352;352;352;352
2.931628;0.6544118;0.96657336;0.78;0.9869202;0.77;352;352;352;352
2.5145903;0.72794116;0.9547444;0.788;0.9866357;0.771;352;352;352;352
2.3786771;0.6764706;0.936032;0.773;0.95155495;0.782;352;352;352;352
2.3380702;0.6544118;0.91080123;0.78;0.9208118;0.783;352;352;352;352
2.182675;0.6911765;0.8871122;0.806;0.89395565;0.811;352;352;352;352
2.3799336;0.6764706;0.91435826;0.779;0.9200655;0.786;352;352;352;352
1.9741352;0.7794118;0.8723497;0.804;0.8829576;0.81;352;352;352;352
2.1413202;0.6544118;0.8499852;0.808;0.8644251;0.813;352;352;352;352
2.1812415;0.6764706;0.8387216;0.811;0.85751563;0.812;352;352;352;352
2.196055;0.6617647;0.80389625;0.83;0.8165551;0.831;352;352;352;352
1.8588192;0.7058824;0.8057592;0.823;0.81497204;0.829;352;352;352;352
1.8308641;0.74264705;0.8213927;0.816;0.81989616;0.819;352;352;352;352
2.0201414;0.6985294;0.77939993;0.823;0.7888089;0.834;352;352;352;352
1.6926738;0.7794118;0.7677898;0.84;0.7798111;0.843;352;352;352;352
2.1591363;0.6691176;0.7652277;0.837;0.77419126;0.853;352;352;352;352
1.905978;0.7132353;0.771015;0.842;0.78106517;0.845;352;352;352;352
1.9240515;0.7058824;0.75202525;0.845;0.76222813;0.844;352;352;352;352
1.7752222;0.7058824;0.75932115;0.838;0.7604094;0.853;352;352;352;352
1.6387658;0.7794118;0.7367827;0.847;0.7499635;0.842;352;352;352;352
1.7570934;0.74264705;0.72978204;0.845;0.7418063;0.848;352;352;352;352
1.588291;0.77205884;0.7184635;0.852;0.7300603;0.848;352;352;352;352
1.9438932;0.6838235;0.72531986;0.841;0.731438;0.854;352;352;352;352
1.7057784;0.7205882;0.7093087;0.851;0.7233237;0.847;352;352;352;352
1.8760165;0.7058824;0.71080804;0.859;0.7203393;0.853;352;352;352;352
1.6959083;0.74264705;0.7122521;0.846;0.72100514;0.852;352;352;352;352
2.0304358;0.6764706;0.69143933;0.853;0.70591444;0.849;352;352;352;352
1.7877657;0.6911765;0.6960173;0.85;0.7121931;0.844;352;352;352;352
1.7370353;0.75;0.68198705;0.858;0.6982424;0.845;352;352;352;352
1.6142039;0.74264705;0.69630194;0.85;0.6964136;0.853;352;352;352;352
1.529567;0.7867647;0.6880009;0.846;0.6879602;0.856;352;352;352;352
1.8146789;0.6764706;0.694072;0.845;0.6883805;0.855;352;352;352;352
1.5424317;0.75735295;0.67607194;0.864;0.6806486;0.858;352;352;352;352
1.5762286;0.75735295;0.6712654;0.859;0.6780726;0.859;352;352;352;352
1.6896946;0.7132353;0.6684605;0.858;0.66957885;0.863;352;352;352;352
1.687155;0.7352941;0.66847247;0.856;0.66842866;0.862;352;352;352;352
1.6178238;0.74264705;0.6686799;0.856;0.66482395;0.857;352;352;352;352
1.4368539;0.7941176;0.6620692;0.864;0.6688327;0.86;352;352;352;352
1.6815825;0.7132353;0.6639454;0.859;0.66567755;0.851;352;352;352;352
1.4879284;0.7794118;0.6788191;0.845;0.670133;0.851;352;352;352;352
1.6468658;0.75735295;0.6594142;0.859;0.66070473;0.868;352;352;352;352
1.6205908;0.75735295;0.6687624;0.856;0.67666954;0.848;352;352;352;352
1.7643752;0.6617647;0.643269;0.861;0.65063244;0.86;352;352;352;352
1.4695125;0.7794118;0.6594827;0.845;0.6503667;0.858;352;352;352;352
1.6744884;0.7352941;0.6415017;0.868;0.64222986;0.857;352;352;352;352
1.4327761;0.77205884;0.64054924;0.86;0.63998276;0.862;352;352;352;352
1.5359566;0.7352941;0.6312057;0.866;0.63229865;0.862;352;352;352;352
1.4652231;0.8014706;0.6304452;0.865;0.63980174;0.862;352;352;352;352
