loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
1.4759768;0.6354167;1.3480453;1.0;1.0809653;0.7035;14;14;14;14
1.1277758;0.7916667;0.66537684;1.0;0.61825603;0.8883;14;14;14;14
0.9469614;0.8020833;0.49165532;1.0;0.51734257;0.9203;14;14;14;14
0.90239054;0.8333333;0.37074637;1.0;0.44795752;0.9284;14;14;14;14
1.0008441;0.7916667;0.2907419;1.0;0.41875714;0.9392;14;14;14;14
1.2258469;0.71875;0.34920147;1.0;0.39766395;0.9433;14;14;14;14
1.107265;0.75;0.26287693;1.0;0.36849883;0.9458;14;14;14;14
0.78143597;0.84375;0.25200593;1.0;0.35085866;0.9461;14;14;14;14
1.1724963;0.7395833;0.25441766;1.0;0.37645182;0.9403;14;14;14;14
1.0763816;0.7708333;0.285039;1.0;0.34606156;0.9517;14;14;14;14
0.75567293;0.8333333;0.215707;1.0;0.35364392;0.9518;14;14;14;14
1.0016911;0.7916667;0.20907366;1.0;0.3407543;0.9569;14;14;14;14
1.1573361;0.7291667;0.25870124;1.0;0.33278576;0.9552;14;14;14;14
0.8225112;0.84375;0.18398774;1.0;0.32703933;0.9564;14;14;14;14
0.6750899;0.875;0.22419626;1.0;0.32536703;0.9588;14;14;14;14
0.7986889;0.8333333;0.21241108;1.0;0.32450423;0.9591;14;14;14;14
1.0314962;0.7708333;0.28928512;1.0;0.32259986;0.959;14;14;14;14
0.7761118;0.8229167;0.2356472;1.0;0.31382397;0.9608;14;14;14;14
0.900868;0.8125;0.20175512;1.0;0.3214065;0.9571;14;14;14;14
0.799062;0.84375;0.24917509;1.0;0.34252974;0.9534;14;14;14;14
0.78136045;0.8229167;0.20685926;1.0;0.35178337;0.9477;14;14;14;14
1.2813007;0.7083333;0.19445375;1.0;0.3237088;0.9614;14;14;14;14
0.77686167;0.84375;0.19166477;1.0;0.3163506;0.96;14;14;14;14
1.1385258;0.75;0.17417774;1.0;0.31127632;0.9585;14;14;14;14
0.72244483;0.84375;0.2537484;1.0;0.30158257;0.9633;14;14;14;14
0.9217233;0.7916667;0.20897149;1.0;0.3172823;0.9598;14;14;14;14
1.0099308;0.7708333;0.28307125;1.0;0.30930084;0.9591;14;14;14;14
0.70130795;0.8541667;0.23904493;1.0;0.3017715;0.9608;14;14;14;14
