loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
2.3083587;0.0882353;2.3022041;0.107;2.2994068;0.126;20;20;20;20
2.2979004;0.0882353;2.2977827;0.107;2.2935069;0.126;20;20;20;20
2.2842107;0.13235295;2.2793248;0.123;2.2741697;0.15;20;20;20;20
2.2372189;0.22058824;2.221751;0.22;2.2153766;0.257;20;20;20;20
2.1390157;0.29411766;2.115748;0.289;2.1080723;0.307;20;20;20;20
2.039942;0.2647059;1.9454205;0.353;1.9430676;0.382;20;20;20;20
1.8075277;0.3897059;1.750466;0.438;1.7506328;0.455;20;20;20;20
1.7616719;0.3897059;1.5959364;0.487;1.5945071;0.491;20;20;20;20
1.7289778;0.45588234;1.4467821;0.574;1.4562039;0.58;20;20;20;20
1.6743877;0.52205884;1.3119996;0.634;1.3350029;0.642;20;20;20;20
1.6688675;0.5294118;1.2247065;0.683;1.2596631;0.659;20;20;20;20
1.604472;0.5808824;1.1446055;0.711;1.1844721;0.688;20;20;20;20
1.4109434;0.64705884;1.0909234;0.711;1.1236949;0.694;20;20;20;20
1.3749689;0.61764705;1.030435;0.748;1.0624928;0.733;20;20;20;20
1.4318422;0.6397059;0.9713843;0.785;1.0047437;0.762;20;20;20;20
1.1477122;0.7132353;0.9159977;0.785;0.94224536;0.779;20;20;20;20
1.2919744;0.6911765;0.8575954;0.827;0.88126594;0.813;20;20;20;20
1.3712496;0.6691176;0.80493027;0.844;0.82646346;0.838;20;20;20;20
1.1229606;0.75735295;0.7723996;0.853;0.79042923;0.84;20;20;20;20
1.2573051;0.6764706;0.75388443;0.85;0.7742779;0.851;20;20;20;20
1.2042693;0.7205882;0.70678335;0.869;0.72342306;0.859;20;20;20;20
1.2913376;0.6838235;0.6967693;0.878;0.7065128;0.859;20;20;20;20
1.113134;0.75735295;0.6984914;0.864;0.6971299;0.878;20;20;20;20
1.1322961;0.74264705;0.6492731;0.889;0.65808153;0.883;20;20;20;20
1.0114181;0.7941176;0.63904566;0.889;0.64668584;0.869;20;20;20;20
0.95184934;0.77205884;0.626375;0.897;0.63184977;0.883;20;20;20;20
1.0145578;0.7647059;0.6080765;0.895;0.6148065;0.873;20;20;20;20
1.1641588;0.7058824;0.62628585;0.881;0.6350415;0.874;20;20;20;20
0.91365993;0.8161765;0.61176646;0.896;0.61453146;0.875;20;20;20;20
1.1214895;0.72794116;0.5873437;0.9;0.58526;0.886;20;20;20;20
1.2230934;0.6911765;0.57780063;0.899;0.58176833;0.879;20;20;20;20
1.0423716;0.7794118;0.612324;0.885;0.5971603;0.89;20;20;20;20
0.8677273;0.8014706;0.56051457;0.897;0.5548001;0.895;20;20;20;20
1.0035412;0.7647059;0.5568314;0.896;0.54907644;0.895;20;20;20;20
0.9181437;0.7941176;0.5518897;0.899;0.53484815;0.899;20;20;20;20
0.8854609;0.8088235;0.56157833;0.886;0.5572379;0.886;20;20;20;20
0.860003;0.7867647;0.57265216;0.885;0.5635927;0.883;20;20;20;20
0.84401584;0.8014706;0.5363737;0.893;0.5407154;0.878;20;20;20;20
0.7302364;0.8161765;0.57253927;0.881;0.5761745;0.868;20;20;20;20
0.87043923;0.8014706;0.53372353;0.885;0.5303537;0.88;20;20;20;20
0.8498037;0.7867647;0.52722245;0.894;0.5138489;0.891;20;20;20;20
0.7801452;0.8014706;0.52599806;0.888;0.5144528;0.888;20;20;20;20
0.9566177;0.7941176;0.5640791;0.878;0.54689574;0.889;20;20;20;20
